raw_index,session_file,session_path,session_rel_path,session_source_dir,session_id,dbase_fileID,condition,condition_primary,social_context,drug,dreadd_target,dreadd_control_cohort,arena,arena_label,mouse_codes,mouse_type_1,mouse_type_2,mouse_type_3,n_animals,effective_n_animals,animal_keep_indices,animal_finite_fraction,animal_qc_status,animal_qc_notes,n_frames,n_nodes,n_coords,has_scores,score_dims,has_excluded_frames,excluded_frame_count,file_bytes,include_block1_dyadic,include_motif_discovery,motif_exclusion_reason,include_block2_egocentric,paper_include,exclusion_reason,file_modified,raw_database_file,manifest_schema_version,manifest_generated_by,condition_id,condition_raw,dyad_condition,condition_label,dyad_condition_label,condition_family_id,condition_family,condition_family_label,mouse_pair_label,arena_display_label,social_context_label,drug_label,dreadd_target_label,cohort_id,cohort_label,cohort_short_label,cohort_condition,cohort_condition_label,cohort_definition_source,cohort_definition_note,defined_contrast_set,defined_contrast_label,include_defined_primary_big_contrast,include_defined_primary_small_contrast,include_defined_wtwt_arena_contrast,include_defined_anesthetized_context,include_defined_pfc_chemogenetic,include_defined_dcn_chemogenetic,arena_condition,arena_condition_label,analysis_group_id,analysis_group_label,plot_group_label,label_text_safe_for_matlab
132,session_0132.mat,session_0132.mat,session_0132.mat,files2run,session_0503,0503,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9496;0.9506,ok,,57599,13,2,1,57599x13x2,0,0,14983636,1,1,,1,1,,04-Jun-2026 16:32:18,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
133,session_0133.mat,session_0133.mat,session_0133.mat,files2run,session_0504,0504,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9608;0.9587,ok,,57599,13,2,1,57599x13x2,0,0,15532559,1,1,,1,1,,04-Jun-2026 16:32:18,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
134,session_0134.mat,session_0134.mat,session_0134.mat,files2run,session_0505,0505,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9537;0.9563,ok,,57599,13,2,1,57599x13x2,0,0,14831777,1,1,,1,1,,04-Jun-2026 16:32:18,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
135,session_0135.mat,session_0135.mat,session_0135.mat,files2run,session_0506,0506,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9692;0.9681,ok,,57599,13,2,1,57599x13x2,0,0,15317551,1,1,,1,1,,04-Jun-2026 16:32:19,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
136,session_0136.mat,session_0136.mat,session_0136.mat,files2run,session_0507,0507,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9768;0.9769,ok,,57599,13,2,1,57599x13x2,0,0,14825798,1,1,,1,1,,04-Jun-2026 16:32:19,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
137,session_0137.mat,session_0137.mat,session_0137.mat,files2run,session_0508,0508,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9517;0.952,ok,,57599,13,2,1,57599x13x2,0,0,14608858,1,1,,1,1,,04-Jun-2026 16:32:19,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
138,session_0138.mat,session_0138.mat,session_0138.mat,files2run,session_0509,0509,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9718;0.9715,ok,,57599,13,2,1,57599x13x2,0,0,15332904,1,1,,1,1,,04-Jun-2026 16:32:19,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
139,session_0139.mat,session_0139.mat,session_0139.mat,files2run,session_0510,0510,WT_DCZPFC,WT,chemogenetic_context,DCZ,PFC,0,S,small,1;3,WT,WT_DREADD_PFC,,2,2,1;2,0.9616;0.9617,ok,,57599,13,2,1,57599x13x2,0,0,15074677,1,1,,1,1,,04-Jun-2026 16:32:19,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZPFC,WT_DCZPFC,WT_DCZPFC,WT DCZ PFC,WT DCZ PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,WT + WT DREADD PFC,Small arena,Chemogenetic context,DCZ,PFC,cohort3,Cohort 3 small arena WT DCZ PFC,C3,cohort3:WT_DCZPFC,C3 WT DCZ PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:WT_DCZPFC,Small arena WT DCZ PFC,cohort3|small|WT_DCZPFC,Cohort 3 small arena WT DCZ PFC,C3 small WT DCZ PFC,1
140,session_0140.mat,session_0140.mat,session_0140.mat,files2run,session_0511,0511,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9603;0.9601,ok,,57599,13,2,1,57599x13x2,0,0,15248033,1,1,,1,1,,04-Jun-2026 16:32:20,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
141,session_0141.mat,session_0141.mat,session_0141.mat,files2run,session_0512,0512,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.955;0.9549,ok,,57599,13,2,1,57599x13x2,0,0,14917470,1,1,,1,1,,04-Jun-2026 16:32:20,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
142,session_0142.mat,session_0142.mat,session_0142.mat,files2run,session_0513,0513,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9638;0.9622,ok,,57599,13,2,1,57599x13x2,0,0,15621290,1,1,,1,1,,04-Jun-2026 16:32:20,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
143,session_0143.mat,session_0143.mat,session_0143.mat,files2run,session_0514,0514,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9601;0.9507,ok,,57599,13,2,1,57599x13x2,0,0,15384767,1,1,,1,1,,04-Jun-2026 16:32:20,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
144,session_0144.mat,session_0144.mat,session_0144.mat,files2run,session_0515,0515,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9614;0.9619,ok,,57599,13,2,1,57599x13x2,0,0,15905344,1,1,,1,1,,04-Jun-2026 16:32:20,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
145,session_0145.mat,session_0145.mat,session_0145.mat,files2run,session_0516,0516,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9591;0.9569,ok,,57599,13,2,1,57599x13x2,0,0,15338757,1,1,,1,1,,04-Jun-2026 16:32:21,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
146,session_0146.mat,session_0146.mat,session_0146.mat,files2run,session_0517,0517,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9667;0.9646,ok,,57599,13,2,1,57599x13x2,0,0,15219103,1,1,,1,1,,04-Jun-2026 16:32:21,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
147,session_0147.mat,session_0147.mat,session_0147.mat,files2run,session_0518,0518,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9674;0.966,ok,,57599,13,2,1,57599x13x2,0,0,14841825,1,1,,1,1,,04-Jun-2026 16:32:22,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
148,session_0148.mat,session_0148.mat,session_0148.mat,files2run,session_0519,0519,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9737;0.974,ok,,57599,13,2,1,57599x13x2,0,0,15592066,1,1,,1,1,,04-Jun-2026 16:32:22,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
149,session_0149.mat,session_0149.mat,session_0149.mat,files2run,session_0520,0520,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9813;0.9787,ok,,57599,13,2,1,57599x13x2,0,0,15690958,1,1,,1,1,,04-Jun-2026 16:32:23,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference early,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference early,C3 small WT Pair,1
150,session_0150.mat,session_0150.mat,session_0150.mat,files2run,session_0521,0521,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9695;0.9665,ok,,57599,13,2,1,57599x13x2,0,0,15159413,1,1,,1,1,,04-Jun-2026 16:32:22,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
151,session_0151.mat,session_0151.mat,session_0151.mat,files2run,session_0522,0522,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9477;0.9479,ok,,57599,13,2,1,57599x13x2,0,0,15003439,1,1,,1,1,,04-Jun-2026 16:32:23,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
152,session_0152.mat,session_0152.mat,session_0152.mat,files2run,session_0523,0523,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9557;0.9571,ok,,57599,13,2,1,57599x13x2,0,0,14806281,1,1,,1,1,,04-Jun-2026 16:32:23,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
153,session_0153.mat,session_0153.mat,session_0153.mat,files2run,session_0524,0524,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9547;0.9519,ok,,57599,13,2,1,57599x13x2,0,0,15309178,1,1,,1,1,,04-Jun-2026 16:32:23,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
154,session_0154.mat,session_0154.mat,session_0154.mat,files2run,session_0525,0525,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9568;0.9609,ok,,57599,13,2,1,57599x13x2,0,0,15378742,1,1,,1,1,,04-Jun-2026 16:32:23,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
155,session_0155.mat,session_0155.mat,session_0155.mat,files2run,session_0526,0526,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9564;0.956,ok,,57599,13,2,1,57599x13x2,0,0,15037343,1,1,,1,1,,04-Jun-2026 16:32:24,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
156,session_0156.mat,session_0156.mat,session_0156.mat,files2run,session_0527,0527,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9517;0.9494,ok,,57599,13,2,1,57599x13x2,0,0,14957639,1,1,,1,1,,04-Jun-2026 16:32:24,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
157,session_0157.mat,session_0157.mat,session_0157.mat,files2run,session_0528,0528,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9615;0.9605,ok,,57599,13,2,1,57599x13x2,0,0,15658554,1,1,,1,1,,04-Jun-2026 16:32:24,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
