raw_index,session_file,session_path,session_rel_path,session_source_dir,session_id,dbase_fileID,condition,condition_primary,social_context,drug,dreadd_target,dreadd_control_cohort,arena,arena_label,mouse_codes,mouse_type_1,mouse_type_2,mouse_type_3,n_animals,effective_n_animals,animal_keep_indices,animal_finite_fraction,animal_qc_status,animal_qc_notes,n_frames,n_nodes,n_coords,has_scores,score_dims,has_excluded_frames,excluded_frame_count,file_bytes,include_block1_dyadic,include_motif_discovery,motif_exclusion_reason,include_block2_egocentric,paper_include,exclusion_reason,file_modified,raw_database_file,manifest_schema_version,manifest_generated_by,condition_id,condition_raw,dyad_condition,condition_label,dyad_condition_label,condition_family_id,condition_family,condition_family_label,mouse_pair_label,arena_display_label,social_context_label,drug_label,dreadd_target_label,cohort_id,cohort_label,cohort_short_label,cohort_condition,cohort_condition_label,cohort_definition_source,cohort_definition_note,defined_contrast_set,defined_contrast_label,include_defined_primary_big_contrast,include_defined_primary_small_contrast,include_defined_wtwt_arena_contrast,include_defined_anesthetized_context,include_defined_pfc_chemogenetic,include_defined_dcn_chemogenetic,arena_condition,arena_condition_label,analysis_group_id,analysis_group_label,plot_group_label,label_text_safe_for_matlab
158,session_0158.mat,session_0158.mat,session_0158.mat,files2run,session_0529,0529,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9525;0.9458,ok,,57599,13,2,1,57599x13x2,0,0,15572221,1,1,,1,1,,04-Jun-2026 16:32:24,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
159,session_0159.mat,session_0159.mat,session_0159.mat,files2run,session_0530,0530,WT_DCZDCN,WT,chemogenetic_context,DCZ,DCN,0,S,small,1;4,WT,WT_DREADD_DCN,,2,2,1;2,0.9624;0.961,ok,,57599,13,2,1,57599x13x2,0,0,15243874,1,1,,1,1,,04-Jun-2026 16:32:24,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_DCZDCN,WT_DCZDCN,WT_DCZDCN,WT DCZ DCN,WT DCZ DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,WT + WT DREADD DCN,Small arena,Chemogenetic context,DCZ,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN,cohort3_dcn_extension:WT_DCZDCN,C3 DCN WT DCZ DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:WT_DCZDCN,Small arena WT DCZ DCN,cohort3_dcn_extension|small|WT_DCZDCN,Cohort 3 DCN extension small arena WT DCZ DCN,C3 DCN small WT DCZ DCN,1
160,session_0160.mat,session_0160.mat,session_0160.mat,files2run,session_0531,0531,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9622;0.9618,ok,,57599,13,2,1,57599x13x2,0,0,14928808,1,1,,1,1,,04-Jun-2026 16:32:25,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
161,session_0161.mat,session_0161.mat,session_0161.mat,files2run,session_0532,0532,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9616;0.962,ok,,57599,13,2,1,57599x13x2,0,0,15298496,1,1,,1,1,,04-Jun-2026 16:32:26,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
162,session_0162.mat,session_0162.mat,session_0162.mat,files2run,session_0533,0533,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9418;0.9473,ok,,57599,13,2,1,57599x13x2,0,0,15315878,1,1,,1,1,,04-Jun-2026 16:32:26,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
163,session_0163.mat,session_0163.mat,session_0163.mat,files2run,session_0534,0534,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9589;0.9607,ok,,57599,13,2,1,57599x13x2,0,0,15526070,1,1,,1,1,,04-Jun-2026 16:32:26,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
164,session_0164.mat,session_0164.mat,session_0164.mat,files2run,session_0535,0535,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9521;0.9602,ok,,57599,13,2,1,57599x13x2,0,0,15365603,1,1,,1,1,,04-Jun-2026 16:32:26,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
165,session_0165.mat,session_0165.mat,session_0165.mat,files2run,session_0536,0536,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9617;0.9509,ok,,57599,13,2,1,57599x13x2,0,0,15013672,1,1,,1,1,,04-Jun-2026 16:32:27,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
166,session_0166.mat,session_0166.mat,session_0166.mat,files2run,session_0537,0537,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9435;0.9422,ok,,57599,13,2,1,57599x13x2,0,0,15007646,1,1,,1,1,,04-Jun-2026 16:32:27,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
167,session_0167.mat,session_0167.mat,session_0167.mat,files2run,session_0538,0538,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9559;0.9572,ok,,57599,13,2,1,57599x13x2,0,0,15516342,1,1,,1,1,,04-Jun-2026 16:32:27,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
168,session_0168.mat,session_0168.mat,session_0168.mat,files2run,session_0539,0539,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9584;0.9586,ok,,57599,13,2,1,57599x13x2,0,0,15451745,1,1,,1,1,,04-Jun-2026 16:32:27,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
169,session_0169.mat,session_0169.mat,session_0169.mat,files2run,session_0540,0540,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9501;0.9553,ok,,57599,13,2,1,57599x13x2,0,0,15556778,1,1,,1,1,,04-Jun-2026 16:32:28,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
170,session_0170.mat,session_0170.mat,session_0170.mat,files2run,session_0541,0541,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9376;0.9407,ok,,57599,13,2,1,57599x13x2,0,0,14999326,1,1,,1,1,,04-Jun-2026 16:32:28,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
171,session_0171.mat,session_0171.mat,session_0171.mat,files2run,session_0542,0542,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.958;0.9597,ok,,57599,13,2,1,57599x13x2,0,0,15774941,1,1,,1,1,,04-Jun-2026 16:32:28,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
172,session_0172.mat,session_0172.mat,session_0172.mat,files2run,session_0543,0543,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9681;0.9691,ok,,57599,13,2,1,57599x13x2,0,0,15381454,1,1,,1,1,,04-Jun-2026 16:32:29,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
173,session_0173.mat,session_0173.mat,session_0173.mat,files2run,session_0544,0544,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9683;0.967,ok,,57599,13,2,1,57599x13x2,0,0,15244684,1,1,,1,1,,04-Jun-2026 16:32:29,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
174,session_0174.mat,session_0174.mat,session_0174.mat,files2run,session_0545,0545,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9492;0.9589,ok,,57599,13,2,1,57599x13x2,0,0,15455769,1,1,,1,1,,04-Jun-2026 16:32:29,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
175,session_0175.mat,session_0175.mat,session_0175.mat,files2run,session_0546,0546,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9441;0.9429,ok,,57599,13,2,1,57599x13x2,0,0,15251000,1,1,,1,1,,04-Jun-2026 16:32:30,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
176,session_0176.mat,session_0176.mat,session_0176.mat,files2run,session_0547,0547,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9798;0.9815,ok,,57599,13,2,1,57599x13x2,0,0,15696158,1,1,,1,1,,04-Jun-2026 16:32:30,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
177,session_0177.mat,session_0177.mat,session_0177.mat,files2run,session_0548,0548,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.965;0.9623,ok,,57599,13,2,1,57599x13x2,0,0,15221642,1,1,,1,1,,04-Jun-2026 16:32:31,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
178,session_0178.mat,session_0178.mat,session_0178.mat,files2run,session_0549,0549,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9616;0.9637,ok,,57599,13,2,1,57599x13x2,0,0,15731065,1,1,,1,1,,04-Jun-2026 16:32:31,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
179,session_0179.mat,session_0179.mat,session_0179.mat,files2run,session_0550,0550,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9428;0.9464,ok,,57599,13,2,1,57599x13x2,0,0,15264311,1,1,,1,1,,04-Jun-2026 16:32:31,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
180,session_0180.mat,session_0180.mat,session_0180.mat,files2run,session_0551,0551,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9719;0.9723,ok,,57599,13,2,1,57599x13x2,0,0,15119478,1,1,,1,1,,04-Jun-2026 16:32:32,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
181,session_0181.mat,session_0181.mat,session_0181.mat,files2run,session_0552,0552,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.951;0.9513,ok,,57599,13,2,1,57599x13x2,0,0,15582825,1,1,,1,1,,04-Jun-2026 16:32:32,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
182,session_0182.mat,session_0182.mat,session_0182.mat,files2run,session_0553,0553,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9436;0.9436,ok,,57599,13,2,1,57599x13x2,0,0,15522751,1,1,,1,1,,04-Jun-2026 16:32:32,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
183,session_0183.mat,session_0183.mat,session_0183.mat,files2run,session_0554,0554,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9589;0.9572,ok,,57599,13,2,1,57599x13x2,0,0,15702535,1,1,,1,1,,04-Jun-2026 16:32:32,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
184,session_0184.mat,session_0184.mat,session_0184.mat,files2run,session_0555,0555,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.9649;0.9651,ok,,57599,13,2,1,57599x13x2,0,0,15623294,1,1,,1,1,,04-Jun-2026 16:32:33,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
185,session_0185.mat,session_0185.mat,session_0185.mat,files2run,session_0556,0556,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.981;0.9778,ok,,57599,13,2,1,57599x13x2,0,0,15409508,1,1,,1,1,,04-Jun-2026 16:32:33,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
186,session_0186.mat,session_0186.mat,session_0186.mat,files2run,session_0557,0557,WT_WT,WT,freely_moving_dyad,none,none,0,S,small,1;1,WT,WT,,2,2,1;2,0.982;0.9828,ok,,57599,13,2,1,57599x13x2,0,0,15603051,1,1,,1,1,,04-Jun-2026 16:32:33,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,WT_WT,WT_WT,WT_WT,WT Pair,WT Pair,freely_moving_dyad,freely_moving_dyad,Freely moving dyad,WT Pair,Small arena,Freely moving dyad,None,None,cohort3,Cohort 3 small arena WT Pair reference late,C3,cohort3:WT_WT,C3 WT Pair,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,0,0,small:WT_WT,Small arena WT Pair,cohort3|small|WT_WT,Cohort 3 small arena WT Pair reference late,C3 small WT Pair,1
